type,,f,f,f,r,r,r,r,f
source,,f1 (t-1),f2 (t-1),f3 (t-1),r1 (t-1),r2 (t-1),r3 (t-1),r4 (t-1),p
dataset,value,,,,,,,,
trn,1996-05-12,0.34357270266366324,0.33820183186199865,0.3417577763495947,0.4209182228343017,0.3928706128587993,0.18030169811655933,0.2525540142792948,0.38493651621672087
trn,1995-08-07,0.13138876784642708,0.11722321239100769,0.12925457509566163,0.1,0.1,0.1,0.1,0.13918544008857886
trn,1994-11-15,0.8151230190883096,0.783643348381606,0.8445357497732114,0.6001149293199871,0.2816306436745999,0.6563464842877549,0.6173358325462907,0.8123935387600039
trn,1995-02-07,0.620413464912139,0.6370400126686223,0.6052402282513493,0.1,0.1,0.23908662107193873,0.16227991553292184,0.6629188733828508
trn,1995-11-16,0.3287956002547565,0.2384157741422217,0.3969599030338615,0.6817136792251848,0.7795996395695725,0.1,0.6465040408511786,0.6447031962232167
trn,1994-03-13,0.5730642555320296,0.5500343044763732,0.6167255852828827,0.4638870609178737,0.1,0.5917454646614582,0.5982393242633747,0.7356000674924775
trn,1993-08-08,0.4676803310608322,0.40388312943200677,0.48807512563088173,0.1857690027870236,0.21487330537883811,0.3781732421438775,0.3412090756622109,0.48526542375459736
trn,1994-12-20,0.6650270462785701,0.6707755434088327,0.6747469578152049,0.22129568697262458,0.21487330537883811,0.2795600556972935,0.22455983106584368,0.6668943563521236
trn,1994-09-18,0.42641592618806057,0.29085758392137884,0.4518410443263098,0.1,0.1,0.1,0.1,0.42808452879461856
trn,1996-02-03,0.38601842562960875,0.3456447070171713,0.3187770308669574,0.22129568697262458,0.1,0.1,0.18807710121010887,0.4176538163271355
trn,1993-12-07,0.4983664583726045,0.4501268665362511,0.5402877663646273,0.5113336872891043,0.1,0.4851134152029367,0.5576620428378845,0.6520072295293633
trn,1995-01-02,0.7151597214619955,0.7322767852630825,0.647752726128819,0.1857690027870236,0.1,0.22696813301379035,0.18807710121010887,0.7103220486532652
trn,1995-05-21,0.3310169553842717,0.25963667700792514,0.2761351766890301,0.1,0.1,0.2606033962331186,0.22455983106584368,0.3206380499054132
trn,1996-08-18,0.1542652768037326,0.16669569251280042,0.1689185807140866,0.1,0.1,0.1,0.1,0.17239930753201382
trn,1993-01-06,0.5610794132153774,0.5715001163826938,0.6980833763902173,0.4209182228343017,0.31490827580693415,0.4679886100526258,0.8342693750603488,0.6879990652592797
trn,1993-12-15,0.7330545906456057,0.7631029048790579,0.6728875936602461,0.6217124764139507,0.34368307963206857,0.1,0.1,0.7955274337853834
trn,1994-12-05,0.6737306615785935,0.6733327160059567,0.712832461728322,0.5927054096411518,0.707852396624768,0.6296260740725775,0.5131182235954579,0.7663488557778864
trn,1995-08-31,0.11516554647440001,0.10726031039586381,0.12157977314597275,0.1,0.1,0.1,0.1,0.14062357438284562
trn,1994-12-06,0.7393340006484203,0.6652063969141053,0.7063046860193308,0.40924453739402744,0.4722320526646354,0.4851134152029367,0.3714718580202554,0.7484603326713655
trn,1994-01-29,0.8099746672707175,0.8006997210975177,0.7080960724368845,0.1,0.1,0.36020724156762385,0.2647771681742199,0.7678793213730554
trn,1995-11-23,0.3982672236495719,0.20406023945374097,0.4229454558165754,0.27153800557404717,0.1,0.1,0.2647771681742199,0.42422383608406744
trn,1995-11-29,0.40653524361970916,0.2289278788534042,0.42112322861189233,0.3100902925755561,0.1,0.2502307209641576,0.20787197799411877,0.42777246659036294
trn,1995-12-12,0.45452986606025847,0.3118413699814109,0.4707590802437458,0.1857690027870236,0.1,0.1,0.1,0.4470752621380323
trn,1995-12-16,0.37092317159317534,0.24797621229582686,0.35828701980614663,0.22129568697262458,0.1,0.21356375055802818,0.18807710121010887,0.3946808474545729
trn,1994-07-07,0.20454695156193708,0.2272832997392877,0.21518145583522813,0.40924453739402744,0.18122769321068954,0.5595474720779117,0.3157439559882375,0.2733211376046341
trn,1995-02-28,0.5651631541516237,0.5655587300448996,0.6051026664587474,0.24855627054164153,0.1,0.5506921628924728,0.30655911179772893,0.6803346374045368
trn,1994-11-13,0.5569014238325618,0.6596492561206645,0.6468050568043631,0.5775415971530588,0.5940887686845413,0.6204144831352477,0.45230840484043544,0.7376929466260957
trn,1994-01-07,0.7406152386338136,0.7301218379491741,0.6475443533227706,0.1,0.1,0.19834909293229164,0.2525540142792948,0.7350378171679375
trn,1994-01-22,0.5504478948025683,0.5705439904212309,0.5891159936814564,0.1,0.1,0.35393626602758066,0.2761542024202177,0.6233535345354931
