type,,f,r,r,r,r,f
source,,f3 (t-1),r1 (t-1),r2 (t-1),r3 (t-1),r4 (t-1),p
dataset,value,,,,,,
trn,1993-09-13,0.4850350017451539,0.3269234515724702,0.1,0.27863750261554887,0.33303010600141414,0.7372763199424773
trn,1995-10-29,0.35382803998813295,0.1,0.1,0.15954583420518295,0.1,0.30754257910179394
trn,1993-03-22,0.37458947878147564,0.34259137394524913,0.1,0.1,0.47883393659379503,0.41499045109379884
trn,1994-05-17,0.43138488214780246,0.1,0.1,0.15954583420518295,0.18807710121010887,0.42019677633011987
trn,1996-11-08,0.6808161599037823,0.1,0.1,0.15954583420518295,0.1,0.599534807566768
trn,1995-07-18,0.19072477106415422,0.47385841563689424,0.4809916523695208,0.3228001104054392,0.16227991553292184,0.23271576559421678
trn,1995-08-28,0.11423907090698147,0.1,0.1,0.28830046126314024,0.2647771681742199,0.1373024022501106
trn,1996-06-09,0.30562632791801486,0.1857690027870236,0.4540633061223205,0.15954583420518295,0.1,0.31691025754521074
trn,1995-07-16,0.2046321939650413,0.1857690027870236,0.26245538642137906,0.1,0.16227991553292184,0.21518276164984884
trn,1994-09-07,0.3343895932091747,0.3100902925755561,0.4446199161365143,0.4949823797746047,0.42955433634843987,0.34414395732712577
trn,1993-06-11,0.3581836617132548,0.1,0.2989664013495228,0.4122609889303437,0.39868398218204004,0.39580417705545146
trn,1995-11-27,0.5516018277388273,0.34259137394524913,0.34368307963206857,0.1,0.18807710121010887,0.4939488397999565
trn,1995-06-07,0.3132054727368889,0.22129568697262458,0.18122769321068954,0.28830046126314024,0.22455983106584368,0.313694303786618
trn,1994-01-16,0.7076841701444311,0.1857690027870236,0.34368307963206857,0.15954583420518295,0.1,0.6965572686665547
trn,1993-07-23,0.4250260227900634,0.1,0.1,0.30627282044489923,0.1,0.3911722845331891
trn,1993-10-05,0.5757110336619066,0.34259137394524913,0.18122769321068954,0.36629706611944246,0.2392621247645583,0.6269130061483975
trn,1994-02-07,0.6640183210280614,0.1,0.18122769321068954,0.3455137639934863,0.28683974659876554,0.6710251889413466
trn,1995-09-25,0.2763006138625965,0.49304294755241407,0.41459350305584575,0.5375707303331901,0.6001817851359825,0.3284132855627633
