type,,f,f,f,r,r,r,r,f
source,,f1 (t-1),f2 (t-1),f3 (t-1),r1 (t-1),r2 (t-1),r3 (t-1),r4 (t-1),p
dataset,value,,,,,,,,
trn,1996-12-22,0.26634962282715646,0.4478256480149415,0.19160737408391293,0.1,0.1,0.1,0.1,0.2386227908714104
trn,1993-05-01,0.14521701104187165,0.14326998308977562,0.12407390102922135,0.10284191829484902,0.1,0.1,0.11190476190476191,0.14631080588470904
trn,1993-10-01,0.12619438067125835,0.13098356931930039,0.1157413463977253,0.18241563055062165,0.15024154589371982,0.14825396825396825,0.1642857142857143,0.1406943200586851
trn,1993-02-22,0.12978025582158084,0.12971151661997427,0.11617652948165157,0.1,0.1,0.1,0.1,0.13012740602062078
trn,1994-03-02,0.5138624685689297,0.4021730900280155,0.241995167598884,0.1,0.1,0.10507936507936509,0.1,0.3523926319626648
trn,1996-03-10,0.14959002951787473,0.12872214229827617,0.12302198609016032,0.1,0.13478260869565217,0.1253968253968254,0.12142857142857144,0.1415223916868809
trn,1995-05-10,0.11897890018585329,0.11311425759067162,0.10705637356329512,0.10284191829484902,0.11159420289855074,0.1,0.1,0.11516811204169161
trn,1993-07-28,0.12024707554389419,0.1180510335428182,0.12983540468022053,0.11420959147424513,0.10772946859903382,0.18888888888888888,0.1,0.13635594478922428
trn,1993-06-29,0.11548048540505085,0.11336664899926807,0.10861555712779165,0.1,0.1,0.1,0.1,0.11524011827023038
trn,1994-08-06,0.11644254946977152,0.1105903435047071,0.11441977813672226,0.11420959147424513,0.1,0.11777777777777779,0.10476190476190476,0.114268034184957
trn,1996-05-19,0.12007215480485406,0.11570884127104314,0.11075943452897438,0.1,0.1,0.1,0.1,0.11736430201212406
trn,1996-02-09,0.12685033344265878,0.11792988566669191,0.11171256557781901,0.1113676731793961,0.10772946859903382,0.13301587301587303,0.10476190476190476,0.13039742937764118
trn,1996-03-04,0.20425276046791296,0.14271472199086344,0.1472854453952023,0.1,0.12705314009661836,0.1,0.1,0.18816442622286828
trn,1994-02-01,0.23792500273313658,0.2575931955276242,0.19671209835671663,0.10568383658969806,0.1,0.10253968253968254,0.11190476190476191,0.27912629442446774
trn,1995-12-11,0.14434240734667103,0.11887887736301457,0.1414571958724353,0.1,0.1,0.10761904761904763,0.1,0.1584978600648956
trn,1995-03-05,0.18807259210670169,0.21822013578657784,0.1718692848847299,0.15115452930728243,0.12705314009661836,0.1126984126984127,0.12380952380952381,0.23900082357123892
trn,1993-03-13,0.13047993877774133,0.11821256404431993,0.11556246746138751,0.10568383658969806,0.1,0.1253968253968254,0.14523809523809525,0.1303614262633718
trn,1995-05-05,0.1204219962829343,0.11452764947881175,0.10906141955120077,0.1,0.1,0.1,0.1,0.11479007934186308
trn,1996-04-17,0.12317699792281624,0.11511319754675552,0.11245744950674802,0.10284191829484902,0.10772946859903382,0.19650793650793652,0.14523809523809525,0.12013654181086665
trn,1994-04-21,0.13690827593746585,0.1321041871734686,0.12354260388994942,0.15399644760213144,0.1386473429951691,0.17365079365079367,0.17142857142857143,0.14607678564195803
trn,1995-09-05,0.10358587515032251,0.10164559198404886,0.10131622859126163,0.1,0.1,0.11523809523809525,0.1,0.1029648564600838
trn,1995-05-26,0.13275390838526294,0.12740970697357462,0.11198221889976105,0.10284191829484902,0.12318840579710146,0.1,0.10238095238095239,0.12440291085178869
trn,1993-11-26,0.1351590685470646,0.1271068372832589,0.1126176395989908,0.10852575488454708,0.1,0.12793650793650796,0.12976190476190477,0.14060431227301162
trn,1993-01-02,0.13647097408986553,0.13423437066202268,0.1195885784464231,0.1,0.1,0.1,0.11190476190476191,0.1381020958312894
trn,1994-04-05,0.21387340111511974,0.23748264809065897,0.25710910280199173,0.1483126110124334,0.10386473429951691,0.14063492063492064,0.10952380952380952,0.22555366039162386
trn,1994-12-18,0.1981305346015087,0.23836097019257466,0.19947537744790486,0.1596802841918295,0.16956521739130437,0.2307936507936508,0.25,0.33817140182625804
trn,1995-01-29,0.4784410189133049,0.5752328310744302,0.47497563775680474,0.1483126110124334,0.1,0.2231746031746032,0.17857142857142858,0.6686799908192058
trn,1995-08-22,0.10091833387996064,0.10014133918881402,0.10036843721215843,0.1,0.1,0.1,0.1,0.10079926913678033
trn,1994-06-06,0.12938668415874058,0.11452764947881175,0.11413410580555594,0.10284191829484902,0.11159420289855074,0.10507936507936509,0.10238095238095239,0.12137864925316041
trn,1993-02-27,0.12982398600634087,0.12297771383862094,0.11658768405174141,0.1596802841918295,0.17342995169082126,0.11523809523809525,0.12380952380952381,0.13248561000526546
trn,1993-12-12,0.26941073576035857,0.31321016632593823,0.23817730373376408,0.11705150976909415,0.1,0.22952380952380952,0.14523809523809525,0.2751659518548355
trn,1994-11-07,0.2877774133595714,0.2606824663688448,0.18380077692194738,0.1,0.1,0.1,0.1,0.20589596000054006
trn,1995-04-22,0.12803104843117963,0.1233714444360314,0.11428094672344516,0.1,0.10386473429951691,0.12285714285714286,0.10952380952380952,0.1277692020359761
trn,1993-05-28,0.14565431288947195,0.13140758688574242,0.12725634419511153,0.10852575488454708,0.10386473429951691,0.13301587301587303,0.10714285714285715,0.14595077474201518
trn,1993-02-12,0.15396304799387778,0.15398147447060903,0.12954172284444207,0.1,0.1,0.1,0.1,0.1530613898102186
trn,1996-12-12,0.14959002951787473,0.1390903813634184,0.129728611285392,0.1,0.1,0.19650793650793652,0.1,0.1431605333861379
trn,1994-03-05,0.33937903137640757,0.2780873779056561,0.22051634606399595,0.10568383658969806,0.1,0.11523809523809525,0.10714285714285715,0.29460763356030295
trn,1995-08-15,0.10196785831420138,0.10070669594407007,0.10068614756177331,0.1,0.1,0.1,0.1,0.10091447910244236
trn,1995-03-10,0.1823876680878977,0.2072764443098357,0.16621724446342995,0.10568383658969806,0.1,0.13047619047619047,0.11190476190476191,0.22146730692204875
trn,1993-07-31,0.11338143653656937,0.11400267534893113,0.11557047696599966,0.1,0.1,0.14063492063492064,0.1,0.11768833004054852
trn,1996-11-17,0.13690827593746585,0.15696978874839101,0.12698135120342807,0.10568383658969806,0.13091787439613528,0.13047619047619047,0.11904761904761905,0.14100034652997484
trn,1995-01-07,0.3647425385372254,0.29249387950834155,0.24928915646567262,0.1,0.1,0.1,0.1,0.269693478485889
trn,1993-04-30,0.15352574614627748,0.15428434416092476,0.12927206952250003,0.10568383658969806,0.1,0.1,0.1,0.14974910329743524
trn,1993-03-07,0.18632338471630044,0.13033744731329347,0.14545126883902232,0.1,0.1,0.1,0.1,0.15824583826500993
trn,1994-07-26,0.11053897452716738,0.12283637464980693,0.1042717357931412,0.1,0.1,0.1,0.1,0.10892877233880731
trn,1996-11-25,0.13332240078714333,0.1422705131117337,0.12647942224773398,0.1341030195381883,0.227536231884058,0.2396825396825397,0.1595238095238095,0.16042402667830769
trn,1996-08-01,0.10616595605116433,0.10952020393225816,0.10848740505399741,0.1,0.1,0.10253968253968254,0.1,0.10977304536842437
trn,1995-05-09,0.11924128129441347,0.11318492718507862,0.10731534754575431,0.13978685612788633,0.13478260869565217,0.1,0.1142857142857143,0.115204115155961
trn,1993-11-01,0.1278561276921395,0.12275560939905605,0.11368824338214682,0.1,0.1,0.1,0.1,0.12670711016502928
trn,1993-05-04,0.13222914616814258,0.12841927260796043,0.119124027178919,0.1,0.1,0.1,0.1,0.13207157419116755
trn,1996-05-27,0.12287088662949602,0.12213977436208072,0.11780512875278665,0.16536412078152754,0.1386473429951691,0.3057142857142857,0.17380952380952383,0.13437577350440813
trn,1993-07-26,0.125669618454138,0.1167285025617728,0.12762478140726996,0.11420959147424513,0.10772946859903382,0.24603174603174605,0.1,0.13360170654761638
trn,1994-06-17,0.11049524434240734,0.11050957825395624,0.10582824952276702,0.10568383658969806,0.11545893719806764,0.12031746031746032,0.10952380952380952,0.11189182864317765
trn,1993-08-17,0.14390510549907073,0.13152873476186872,0.1275099785078293,0.1,0.1386473429951691,0.1,0.1,0.13723802108882419
trn,1995-03-15,0.19506942166830657,0.1679740541631963,0.17679246038632512,0.11420959147424513,0.13478260869565217,0.13555555555555554,0.10476190476190476,0.1984433153467775
trn,1995-06-03,0.11705477205641195,0.1103985260341738,0.10969951008530122,0.10568383658969806,0.12318840579710146,0.10253968253968254,0.10476190476190476,0.11516811204169161
trn,1993-03-24,0.1254072373455778,0.1140329623179627,0.11722310475097115,0.13978685612788633,0.10386473429951691,0.13301587301587303,0.14047619047619048,0.12487095133729069
trn,1994-09-25,0.11937247184869357,0.11301330102723303,0.11351203428067974,0.1341030195381883,0.1463768115942029,0.1634920634920635,0.14761904761904762,0.16960482081700068
trn,1996-09-09,0.10568492401880399,0.10680447237576034,0.10386325105792207,0.1,0.1,0.1,0.1,0.10645715854421409
trn,1994-05-22,0.12138406034765498,0.12109992175866334,0.11271909332407791,0.13126110124333926,0.12318840579710146,0.11015873015873016,0.1,0.1413243745583993
trn,1993-06-25,0.11889143981633324,0.11735443325509201,0.11293534994860568,0.10284191829484902,0.1,0.1,0.1,0.11923646395413204
trn,1994-05-05,0.13174811413578222,0.12173594810832639,0.11915606519736754,0.10852575488454708,0.1,0.2523809523809524,0.19285714285714287,0.13704000396034258
trn,1995-02-14,0.4902481687985132,0.42246535927917017,0.3510285538839423,0.12557726465364122,0.17342995169082126,0.2752380952380953,0.15000000000000002,0.4220586580739234
trn,1996-08-05,0.10279873182464197,0.10451275838570456,0.10363631509391144,0.1,0.1,0.1,0.1,0.10407555253529431
trn,1993-08-23,0.11508691374221057,0.12077686075565988,0.10977159562681049,0.1738898756660746,0.1,0.1,0.1142857142857143,0.1181563705260505
trn,1996-04-08,0.12807477861593966,0.11682945912521138,0.11333048550947125,0.1,0.1,0.1,0.1,0.12308879718095617
trn,1995-01-24,0.37305127364163115,0.3409631256152041,0.282384429523034,0.18809946714031972,0.10772946859903382,0.2447619047619048,0.18095238095238098,0.3667938776704185
trn,1994-03-27,0.20162894938231116,0.21421216021806616,0.18070910814166144,0.1,0.1,0.1,0.1,0.194554979005684
trn,1993-06-03,0.16708210342188695,0.17339542161984806,0.17096154102868738,0.1113676731793961,0.1,0.1126984126984127,0.1261904761904762,0.17266508552989834
trn,1995-12-05,0.16139717940308299,0.16249211276848138,0.1359733550479903,0.12841918294849025,0.16570048309178745,0.12285714285714286,0.13333333333333333,0.1582818413792793
trn,1996-03-18,0.16839400896468787,0.1746876656318619,0.12912522860461081,0.1,0.1,0.1711111111111111,0.12142857142857144,0.16490641440484602
trn,1994-02-19,0.1487154258226741,0.14716690643850483,0.1271281921213173,0.1,0.1,0.1,0.1,0.15041516091141885
trn,1994-09-18,0.14565431288947195,0.11748567678756217,0.13373603342633258,0.1,0.1,0.1,0.1,0.13477180776137138
trn,1994-03-18,0.1697059145074888,0.20785189672143561,0.16800603382680782,0.10568383658969806,0.1,0.13301587301587303,0.13095238095238096,0.19073864889312925
trn,1995-05-02,0.12322072810757626,0.11801065091744278,0.11041235599578167,0.1,0.1,0.1,0.11190476190476191,0.12015454336800134
trn,1994-06-07,0.12055318683721439,0.11395219706721184,0.11116791926419352,0.1,0.1,0.15333333333333335,0.1285714285714286,0.11759832225487506
trn,1995-09-26,0.11631135891549142,0.10446228010398527,0.11565591168186248,0.10852575488454708,0.11932367149758455,0.22952380952380952,0.14047619047619048,0.12695913196491498
trn,1993-09-17,0.5501585219197551,0.6116680548194139,0.24143717211090496,0.14262877442273536,0.17342995169082126,0.1,0.1,0.36859403338388774
trn,1995-06-21,0.1095769104624467,0.1071477246914515,0.10770247360200773,0.10284191829484902,0.1,0.11523809523809525,0.1285714285714286,0.11639221792685069
trn,1994-04-18,0.1408439925658686,0.16506650513616516,0.12842039219874252,0.1,0.1,0.10253968253968254,0.10238095238095239,0.14422262525708474
trn,1996-10-11,0.10983929157100689,0.10800585548067944,0.11006527746258894,0.1,0.1,0.1,0.1,0.11064252057803001
trn,1996-08-25,0.10874603695200613,0.12513818429620657,0.10654109543324745,0.10852575488454708,0.26618357487922706,0.35650793650793655,0.1,0.12013654181086665
trn,1993-04-29,0.16664480157428666,0.1701648115898135,0.13816795931171658,0.10568383658969806,0.1,0.1,0.1,0.1601900064355567
trn,1995-10-05,0.13183557450530228,0.10436132354054668,0.16243675828649998,0.1227353463587922,0.15797101449275364,0.14825396825396825,0.1380952380952381,0.1502711484543413
trn,1995-04-11,0.13559637039466493,0.12620832386865552,0.11991963797039154,0.1,0.1,0.10253968253968254,0.1,0.13414175326165714
trn,1996-02-07,0.13559637039466493,0.12285656596249464,0.1126950648102415,0.1,0.12318840579710146,0.1,0.1,0.1275711849074945
trn,1994-11-24,0.17757734776429432,0.2011079982837384,0.15429376193082459,0.1113676731793961,0.1,0.10761904761904763,0.10714285714285715,0.1830879871108851
trn,1995-03-07,0.23879960642833717,0.24611443426465762,0.20907343380811896,0.10284191829484902,0.1,0.12793650793650796,0.10238095238095239,0.22832590019036647
trn,1995-08-13,0.10192412812944135,0.10100956563438582,0.10084366781914539,0.1113676731793961,0.142512077294686,0.23714285714285716,0.11904761904761905,0.10135551725224233
trn,1996-01-24,0.13690827593746585,0.12551172358092932,0.12131062193803313,0.1,0.1,0.1,0.1,0.13318767073351845
trn,1996-12-25,0.15614955723187932,0.2025314858282224,0.1384509618080122,0.1,0.1,0.1,0.1,0.16490641440484602
trn,1995-04-05,0.15308844429867716,0.13784861563312387,0.13275353419391012,0.10852575488454708,0.13478260869565217,0.11523809523809525,0.13333333333333333,0.15041516091141885
trn,1994-02-13,0.1692686126598885,0.16438000050478282,0.14610003871260563,0.1,0.1,0.1,0.1,0.17685944834228162
trn,1995-08-04,0.10161801683612114,0.10066631331869463,0.10155651372962583,0.1,0.1,0.1126984126984127,0.1,0.10133031507225375
trn,1996-06-27,0.10642833715972451,0.10786451629186543,0.10376446716770568,0.13978685612788633,0.1,0.14571428571428574,0.10238095238095239,0.10710341444534953
trn,1994-05-19,0.12378922050945665,0.11875772948688827,0.11518068107487553,0.1,0.1,0.1,0.1,0.12316080340949492
trn,1993-07-16,0.11316278561276923,0.12151384366876153,0.10891457863331154,0.17957371225577265,0.11545893719806764,0.1761904761904762,0.1,0.1250689684657723
trn,1995-07-01,0.10581611457308408,0.10460361929279928,0.10304094191774239,0.1,0.1,0.1,0.1,0.1050818395791236
trn,1993-01-04,0.13236033672242267,0.13151863910552486,0.11629400221596295,0.1,0.1,0.10253968253968254,0.1,0.1355998793895672
trn,1996-06-01,0.14609161473707227,0.13043840387673206,0.1413156946242875,0.10284191829484902,0.10386473429951691,0.1126984126984127,0.1,0.13361970810475107
trn,1995-03-20,0.2326773805619329,0.1919714292925469,0.18516773237575257,0.1,0.1,0.1380952380952381,0.1,0.19757924060431228
trn,1993-08-31,0.11014540286432711,0.11347770121905051,0.10660517147014457,0.1,0.1,0.1,0.1,0.11239587224294903
trn,1994-03-06,0.31445282606319014,0.24537745135155598,0.2396937699403292,0.13978685612788633,0.11545893719806764,0.1507936507936508,0.17142857142857143,0.2796663411385085
trn,1993-05-15,0.615753799059801,0.4995053128391509,0.5987171443446223,0.1341030195381883,0.8033816425120773,0.5749206349206349,0.6321428571428572,0.5921733729967642
trn,1993-04-13,0.1898217994971029,0.2271547916508922,0.16254622151619924,0.23214920071047962,0.13091787439613528,0.14825396825396825,0.12142857142857144,0.2229614361642282
trn,1996-03-30,0.14784082212747351,0.1295398904621287,0.1242661291399127,0.1,0.1,0.1,0.1,0.13849813008825262
trn,1993-09-11,0.18195036624029737,0.15744428459655235,0.20003604277075465,0.16536412078152754,0.12705314009661836,0.22952380952380952,0.45119047619047625,0.2045998478868422
trn,1993-07-23,0.12107794905433476,0.12292723555690165,0.12457849981978615,0.1,0.1,0.13047619047619047,0.1,0.12706714130772312
trn,1996-08-06,0.10258008090084181,0.10454304535473613,0.10327855722123587,0.1,0.1,0.1,0.1,0.1054796739918003
trn,1993-12-05,0.34593855909041216,0.164723252820474,0.30394601593891424,0.15115452930728243,0.10772946859903382,0.2523809523809524,0.2142857142857143,0.2646350409310405
trn,1995-12-07,0.14565431288947195,0.12245273970874032,0.12153221823230234,0.1454706927175844,0.16570048309178745,0.10253968253968254,0.14761904761904762,0.14560874515645605
